13169,1771851192.410391347,1771851192.419543700,9.15241
13170,1771851192.410401141,1771851192.419543799,9.14264
13171,1771851192.410405852,1771851192.420063155,9.65738
13172,1771851192.442858874,1771851192.427602093,-15.2569
13173,1771851192.442924311,1771851192.427602843,-15.3215
13174,1771851192.442931455,1771851192.427602895,-15.3284
13175,1771851192.442942845,1771851192.427602950,-15.3399
13176,1771851192.442950169,1771851192.427603003,-15.3472
13177,1771851192.442961732,1771851192.427603056,-15.3587
13178,1771851192.442966951,1771851192.427603111,-15.3639
13179,1771851192.442977060,1771851192.427603162,-15.3737
13180,1771851192.442989468,1771851192.427699052,-15.2903
13181,1771851192.443001290,1771851192.427699374,-15.3019
13182,1771851192.443007757,1771851192.427699428,-15.3084
13183,1771851192.443020354,1771851192.427699480,-15.3208
13184,1771851192.443026027,1771851192.427699534,-15.3265
13185,1771851192.443033215,1771851192.427699587,-15.3337
13186,1771851192.443043144,1771851192.427699640,-15.3437
13187,1771851192.443048600,1771851192.427736298,-15.3124
13188,1771851192.479219118,1771851192.485867942,6.64878
13189,1771851192.479279699,1771851192.485869031,6.58917
13190,1771851192.479287391,1771851192.485869128,6.58178
13191,1771851192.479300873,1771851192.485869227,6.56819
13192,1771851192.479306384,1771851192.485869325,6.56295
13193,1771851192.479319004,1771851192.485869424,6.55031
13194,1771851192.479325097,1771851192.485869525,6.54435
13195,1771851192.479336553,1771851192.485869623,6.53315
13196,1771851192.479341898,1771851192.485997680,6.65569
13197,1771851192.479353045,1771851192.485997903,6.64496
13198,1771851192.479358321,1771851192.485998009,6.63948
13199,1771851192.479371043,1771851192.485998113,6.62708
13200,1771851192.479376801,1771851192.485998281,6.6216
13201,1771851192.479381802,1771851192.485998377,6.61659
13202,1771851192.479396043,1771851192.485998504,6.60229
13203,1771851192.479402111,1771851192.485998606,6.59657
13204,1771851192.479406989,1771851192.486039633,6.63257
13205,1771851192.511000617,1771851192.487913537,-23.087
13206,1771851192.511057152,1771851192.487915069,-23.1421
13207,1771851192.511063947,1771851192.487915210,-23.1488
13208,1771851192.511075994,1771851192.491036056,-20.04
13209,1771851192.511080779,1771851192.491036935,-20.0438
13210,1771851192.511091773,1771851192.491036997,-20.0548
13211,1771851192.511096862,1771851192.491037060,-20.0598
13212,1771851192.511106738,1771851192.491037124,-20.0696
13213,1771851192.511111874,1771851192.491037185,-20.0748
13214,1771851192.511122944,1771851192.491037247,-20.0858
13215,1771851192.511128530,1771851192.491037310,-20.0911
13216,1771851192.511140050,1771851192.491116440,-20.0236
13217,1771851192.511144752,1771851192.491116826,-20.0279
13218,1771851192.511150140,1771851192.491116908,-20.0331
13219,1771851192.511161144,1771851192.491116972,-20.0441
13220,1771851192.511165999,1771851192.492375727,-18.7905
13221,1771851192.542631665,1771851192.519699976,-22.9316
13222,1771851192.542673323,1771851192.519700859,-22.9726
13223,1771851192.542679248,1771851192.519700978,-22.9783
13224,1771851192.542690688,1771851192.519701089,-22.9897
13225,1771851192.542695960,1771851192.519701207,-22.9948
13226,1771851192.542706805,1771851192.519701320,-23.0055
13227,1771851192.542712182,1771851192.519701435,-23.0107
13228,1771851192.542722285,1771851192.519701552,-23.0207
13229,1771851192.542727684,1771851192.519888473,-22.8393
13230,1771851192.542737018,1771851192.519889098,-22.8479
13231,1771851192.542741674,1771851192.519889212,-22.8527
13232,1771851192.542751691,1771851192.519889326,-22.8624
13233,1771851192.542758082,1771851192.519889443,-22.8686
13234,1771851192.542770173,1771851192.519889557,-22.8806
13235,1771851192.542777766,1771851192.519889676,-22.8882
13236,1771851192.578326364,1771851192.555065881,-23.2606
13237,1771851192.578352670,1771851192.555066315,-23.2863
13238,1771851192.578358783,1771851192.555066361,-23.2925
13239,1771851192.578369399,1771851192.555066408,-23.303
13240,1771851192.578374413,1771851192.555066454,-23.308
13241,1771851192.578385949,1771851192.555066499,-23.3192
13242,1771851192.578391088,1771851192.555066546,-23.3245
13243,1771851192.578396011,1771851192.555066591,-23.3295
