wall_time,cam_index,pipeline_ms
10:25:45.997,0,6286.5179
10:25:46.030,1,6216.5750
10:25:46.060,1,6182.7190
10:25:46.120,1,6221.9466
10:25:46.137,0,6383.9246
10:25:46.140,0,6326.3057
10:25:46.142,1,6191.9273
10:25:46.171,0,6336.4687
10:25:46.182,1,6207.5911
10:25:46.202,0,6324.9255
10:25:46.244,1,6222.3859
10:25:46.252,0,6342.2901
10:25:46.261,1,6145.1439
10:25:46.271,0,6319.4941
10:25:46.330,1,6210.4742
10:25:46.330,0,6317.7118
10:25:46.341,1,6179.2581
10:25:46.356,0,6240.2967
10:25:46.408,1,6233.5125
10:25:46.410,0,6291.4088
10:25:46.418,1,6187.8981
10:25:46.441,0,6314.7405
10:25:46.466,1,6216.2106
10:25:46.476,0,6310.6738
10:25:46.525,1,6223.8860
10:25:46.532,0,6340.7371
10:25:46.543,1,6209.5339
10:25:46.558,0,6322.8195
10:25:46.604,0,6302.8992
10:25:46.604,1,6225.3453
10:25:46.618,1,6180.2885
10:25:46.668,0,6357.0104
10:25:46.671,0,6304.2107
10:25:46.671,1,6217.7520
10:25:46.729,1,6223.8020
10:25:46.735,0,6344.2249
10:25:46.746,1,6209.1109
10:25:46.761,0,6315.8635
10:25:46.815,0,6341.3373
10:25:46.815,1,6242.4732
10:25:46.821,1,6183.7976
10:25:46.843,0,6333.3665
10:25:46.881,1,6225.5298
10:25:46.886,0,6313.2452
10:25:46.901,1,6190.2300
10:25:46.917,0,6327.2569
10:25:46.958,1,6227.6611
10:25:46.964,0,6323.7648
10:25:46.976,1,6200.5045
10:25:47.022,0,6347.2100
10:25:47.105,1,6261.0114
10:25:47.123,1,6266.9728
10:25:47.125,1,6204.2652
10:25:47.135,0,6420.9012
10:25:47.138,0,6362.5176
10:25:47.158,0,6367.8239
10:25:47.158,1,6226.0504
10:25:47.182,1,6165.3587
10:25:47.215,0,6371.1137
10:25:47.224,1,6142.0992
10:25:47.237,0,6362.5183
10:25:47.255,1,6157.2762
10:25:47.294,0,6367.9852
10:25:47.299,1,6192.3381
10:25:47.310,0,6363.4950
10:25:47.358,0,6340.6938
10:25:47.360,1,6217.5899
10:25:47.384,1,6208.0662
10:25:47.426,0,6328.2781
10:25:47.429,1,6191.0490
10:25:47.438,0,6335.0604
10:25:47.518,1,6261.4426
10:25:47.533,0,6396.0802
10:25:47.533,1,6232.5349
10:25:47.537,0,6382.9739
10:25:47.540,1,6204.3484
10:25:47.553,0,6314.4920
10:25:47.636,0,6397.3243
10:25:47.636,1,6262.3812
10:25:47.640,0,6367.7957
10:25:47.643,1,6202.4118
10:25:47.659,1,6209.5375
10:25:47.732,0,6419.0729
10:25:47.736,0,6371.1261
10:25:47.737,1,6238.3349
10:25:47.740,1,6180.3660
10:25:47.756,0,6366.3572
10:25:47.799,1,6222.9910
10:25:47.801,0,6360.6754
10:25:47.823,1,6181.7210
10:25:47.863,0,6368.6441
10:25:47.870,1,6219.1465
10:25:47.887,0,6372.7981
10:25:47.906,1,6203.7348
10:25:47.927,0,6364.4751
10:25:47.947,1,6182.0431
10:25:47.951,0,6360.7916
10:25:48.006,1,6230.9577
10:25:48.007,0,6365.1509
10:25:48.019,1,6192.5254
10:25:48.061,1,6207.9817
10:25:48.114,0,6415.1897
